Concept;Feature;BR_Label
lamp;has_lightbulbs;visual-form_and_surface
lamp;found_on_tables;encyclopaedic
lamp;has_a_switch;visual-form_and_surface
lamp;furniture;taxonomic
lamp;found_on_floors;encyclopaedic
lamp;has_a_cord;visual-form_and_surface
lamp;inbeh_-_produces_heat;encyclopaedic
lamp;is_bright;visual-form_and_surface
lamp;requires_oil;encyclopaedic
lamp;used_by_hanging;function
lamp;used_by_hanging_from_ceilings;function
lantern;used_for_light;function
lantern;made_of_glass;visual-form_and_surface
lantern;used_for_camping;function
lantern;used_at_night;encyclopaedic
lantern;has_a_candle;visual-form_and_surface
lantern;is_lit_by_flames;function
lantern;made_of_metal;visual-form_and_surface
lantern;requires_gas;encyclopaedic
lantern;requires_oil;encyclopaedic
lantern;is_bright;visual-form_and_surface
lantern;is_hand_held;function
lantern;is_old-fashioned;encyclopaedic
lemon;is_yellow;visual-colour
lemon;a_fruit;taxonomic
lemon;tastes_sour;taste
lemon;has_seeds;visual-form_and_surface
lemon;is_citrus;encyclopaedic
lemon;used_for_lemonade;function
lemon;eaten_in_pies;function
lemon;grows_on_trees;encyclopaedic
lemon;used_for_drinks;function
lemon;has_skin;visual-form_and_surface
lemon;used_for_juice;function
lemon;used_for_tea;function
lemon;used_in_cooking;function
lemon;is_juicy;tactile
lemon;has_peel;visual-form_and_surface
lemon;is_oval;visual-form_and_surface
lemon;tastes_tart;taste
leopard;has_spots;visual-form_and_surface
leopard;an_animal;taxonomic
leopard;like_a_cat;encyclopaedic
leopard;is_furry;tactile
leopard;a_carnivore;taxonomic
leopard;is_large;visual-form_and_surface
leopard;a_predator;taxonomic
leopard;has_4_legs;visual-form_and_surface
leopard;is_fast;visual-motion
leotards;worn_for_dancing;function
leotards;clothing;taxonomic
leotards;different_colours;visual-colour
leotards;is_tight;tactile
leotards;worn_for_ballet;encyclopaedic
leotards;is_stretchy;tactile
leotards;worn_by_women;function
leotards;worn_for_exercising;encyclopaedic
leotards;worn_on_legs;function
leotards;a_tights;taxonomic
leotards;is_colourful;visual-colour
leotards;worn_for_aerobics;encyclopaedic
lettuce;is_edible;function
lettuce;is_green;visual-colour
lettuce;a_vegetable;taxonomic
lettuce;eaten_in_salads;function
lettuce;is_crunchy;tactile
lettuce;is_leafy;visual-form_and_surface
lettuce;grows_in_gardens;encyclopaedic
lettuce;has_water;encyclopaedic
lettuce;eaten_in_sandwiches;function
lettuce;has_lots_of_water_inside;encyclopaedic
lettuce;eg_-_romaine;taxonomic
lettuce;is_nutritious;encyclopaedic
lettuce;eg_-_iceberg;taxonomic
lettuce;different_kinds;encyclopaedic
lettuce;eaten_by_rabbits;function
lettuce;eaten_with_dressings;encyclopaedic
lettuce;grows_on_the_ground;encyclopaedic
lettuce;has_leaves;visual-form_and_surface
level;a_tool;taxonomic
level;used_for_carpentry;function
level;used_for_making_straight_lines;function
level;used_for_measuring;function
level;has_bubbles;visual-form_and_surface
level;is_straight;visual-form_and_surface
level;made_of_wood;visual-form_and_surface
level;used_for_construction;function
level;used_for_measuring_evenness;function
lime;is_green;visual-colour
lime;a_fruit;taxonomic
lime;is_citrus;encyclopaedic
lime;tastes_sour;taste
lime;like_a_lemon;encyclopaedic
lime;is_juicy;tactile
lime;is_small;visual-form_and_surface
lime;used_for_drinks;function
lime;used_in_alcoholic_drinks;function
lime;tastes_tart;taste
lime;used_in_sprite;function
lime;grows_on_trees;encyclopaedic
lime;has_seeds;visual-form_and_surface
limousine;a_car;taxonomic
limousine;requires_drivers;encyclopaedic
limousine;is_long;visual-form_and_surface
limousine;is_expensive;encyclopaedic
limousine;used_by_rich_people;function
limousine;is_black;visual-colour
limousine;is_white;visual-colour
limousine;has_tinted_windows;visual-form_and_surface
limousine;is_luxurious;encyclopaedic
limousine;used_by_many_passengers;function
limousine;has_4_wheels;visual-form_and_surface
limousine;has_a_bar;encyclopaedic
limousine;has_a_sun_roof;visual-form_and_surface
limousine;has_a_television;encyclopaedic
limousine;has_alcohol;encyclopaedic
limousine;is_large;visual-form_and_surface
limousine;requires_gasoline;encyclopaedic
limousine;used_at_special_occasions;encyclopaedic
limousine;has_leather_seats;visual-form_and_surface
lion;is_large;visual-form_and_surface
lion;has_a_mane;visual-form_and_surface
lion;an_animal;taxonomic
lion;a_carnivore;taxonomic
lion;lives_in_Africa;encyclopaedic
lion;beh_-_roars;sound
lion;a_cat;taxonomic
lion;has_fur;visual-form_and_surface
lion;is_ferocious;encyclopaedic
lion;lives_in_wilderness;encyclopaedic
lion;lives_in_zoos;encyclopaedic
lion;a_predator;taxonomic
lion;a_mammal;taxonomic
lion;has_a_tail;visual-form_and_surface
lion;has_teeth;visual-form_and_surface
lion;king_of_the_jungle;taxonomic
lion;lives_in_jungles;encyclopaedic
lion;used_in_circuses;function
lion;is_dangerous;encyclopaedic
lion;king_of_the_beasts;taxonomic
lobster;is_red;visual-colour
lobster;has_claws;visual-form_and_surface
lobster;is_edible;function
lobster;lives_in_oceans;encyclopaedic
lobster;an_animal;taxonomic
lobster;tastes_good;taste
lobster;a_crustacean;taxonomic
lobster;a_seafood;taxonomic
lobster;is_expensive;encyclopaedic
lobster;has_a_shell;visual-form_and_surface
lobster;eaten_with_butter;encyclopaedic
lobster;has_a_tail;visual-form_and_surface
lobster;beh_-_swims;visual-motion
lobster;eaten_by_boiling;function
lobster;has_eyes;visual-form_and_surface
lobster;hunted_by_people;function
lobster;lives_in_water;encyclopaedic
machete;is_sharp;tactile
machete;used_for_cutting;function
machete;a_knife;taxonomic
machete;made_of_metal;visual-form_and_surface
machete;a_weapon;taxonomic
machete;is_long;visual-form_and_surface
machete;has_a_handle;visual-form_and_surface
machete;is_dangerous;encyclopaedic
mackerel;a_fish;taxonomic
mackerel;lives_in_water;encyclopaedic
mackerel;has_fins;visual-form_and_surface
mackerel;beh_-_swims;visual-motion
mackerel;hunted_by_people;function
mackerel;beh_-_lays_eggs;encyclopaedic
mackerel;has_gills;visual-form_and_surface
mackerel;has_scales;visual-form_and_surface
mackerel;is_edible;function
magazine;has_pictures;visual-form_and_surface
magazine;used_for_reading;function
magazine;has_pages;visual-form_and_surface
magazine;has_articles;visual-form_and_surface
magazine;has_words_in_it;visual-form_and_surface
magazine;bought/sold_in_stores;encyclopaedic
magazine;made_of_paper;visual-form_and_surface
magazine;has_a_cover;visual-form_and_surface
magazine;is_colourful;visual-colour
magazine;has_advertisements;encyclopaedic
magazine;has_glossy_pages;visual-form_and_surface
magazine;is_smooth;tactile
magazine;like_a_book;encyclopaedic
magazine;requires_money;encyclopaedic
mandarin;is_orange;visual-colour
mandarin;a_fruit;taxonomic
mandarin;is_juicy;tactile
mandarin;tastes_sweet;taste
mandarin;is_small;visual-form_and_surface
mandarin;eaten_by_peeling;function
mandarin;has_skin;visual-form_and_surface
mandarin;a_Chinese_language;taxonomic
mandarin;grows_on_trees;encyclopaedic
mandarin;has_seeds;visual-form_and_surface
mandarin;is_round;visual-form_and_surface
mandarin;tastes_good;taste
mandarin;eaten_at_Christmas;encyclopaedic
mandarin;has_peel;visual-form_and_surface
mandarin;has_vitamin_C;encyclopaedic
marble;is_round;visual-form_and_surface
marble;is_small;visual-form_and_surface
marble;made_of_glass;visual-form_and_surface
marble;inbeh_-_rolls;visual-motion
marble;used_for_games;function
marble;different_colours;visual-colour
marble;used_by_children;function
marble;used_for_playing;function
marble;is_colourful;visual-colour
marble;is_hard;tactile
marble;is_smooth;tactile
marble;used_for_collecting;function
marble;comes_in_bags;encyclopaedic
marble;different_designs;visual-form_and_surface
mat;found_by_doors;encyclopaedic
mat;used_for_wiping_feet;function
mat;used_for_welcoming;function
mat;found_in_bathrooms;encyclopaedic
mat;a_rug;taxonomic
mat;found_in_cars;encyclopaedic
mat;found_on_floors;encyclopaedic
mat;used_for_covering_floors;function
mat;is_small;visual-form_and_surface
mat;made_of_material;visual-form_and_surface
mat;made_of_rubber;visual-form_and_surface
mat;used_for_protecting_things;function
mat;used_for_wiping_shoes;function
medal;made_of_gold;visual-form_and_surface
medal;made_of_bronze;visual-form_and_surface
medal;made_of_silver;visual-form_and_surface
medal;associated_with_winning;encyclopaedic
medal;has_a_ribbon;encyclopaedic
medal;worn_around_neck;function
medal;an_award;taxonomic
medal;associated_with_achievements;encyclopaedic
medal;a_prize;taxonomic
medal;a_reward;taxonomic
medal;made_of_metal;visual-form_and_surface
medal;associated_with_Olympics;encyclopaedic
medal;is_engraved;visual-form_and_surface
medal;is_round;visual-form_and_surface
menu;used_at_restaurants;encyclopaedic
menu;has_lists_of_foods;visual-form_and_surface
menu;has_lists_of_prices;visual-form_and_surface
menu;made_of_paper;visual-form_and_surface
menu;made_of_plastic;visual-form_and_surface
menu;has_words_on_it;visual-form_and_surface
menu;used_for_ordering_food;function
menu;used_for_selecting_meals;function
microscope;used_for_magnifying;function
microscope;found_in_laboratories;encyclopaedic
microscope;has_lenses;visual-form_and_surface
microscope;used_for_science;function
microscope;has_eyepieces;visual-form_and_surface
microscope;is_scientific;encyclopaedic
microscope;made_of_metal;visual-form_and_surface
microscope;used_for_seeing_things_close-up;function
microscope;has_glass;visual-form_and_surface
microscope;an_instrument;taxonomic
microscope;has_a_light_inside;visual-form_and_surface
microscope;is_expensive;encyclopaedic
microscope;used_for_looking;function
microwave;used_for_cooking;function
microwave;used_for_cooking_fast;function
microwave;an_oven;taxonomic
microwave;found_in_kitchens;encyclopaedic
microwave;is_fast;visual-motion
microwave;is_electrical;visual-form_and_surface
microwave;used_for_heating_food;function
microwave;an_appliance;taxonomic
microwave;has_a_finish_signal;sound
microwave;is_box_shaped;visual-form_and_surface
microwave;is_convenient;encyclopaedic
microwave;has_a_turntable;visual-form_and_surface
microwave;has_doors;visual-form_and_surface
microwave;inbeh_-_produces_radiation;encyclopaedic
microwave;is_modern;encyclopaedic
microwave;uses_radiation;encyclopaedic
mink;is_furry;tactile
mink;used_for_coats;function
mink;hunted_by_people;function
mink;a_mammal;taxonomic
mink;an_animal;taxonomic
mink;is_small;visual-form_and_surface
mink;has_4_legs;visual-form_and_surface
mink;has_a_tail;visual-form_and_surface
mink;is_soft;tactile
mink;is_fast;visual-motion
mink;used_for_fur;function
mink;has_eyes;visual-form_and_surface
mink;has_teeth;visual-form_and_surface
mink;is_brown;visual-colour
mink;is_expensive;encyclopaedic
mink_(coat);is_expensive;encyclopaedic
mink_(coat);is_warm;tactile
mink_(coat);is_soft;tactile
mink_(coat);is_brown;visual-colour
mink_(coat);made_of_fur;visual-form_and_surface
mink_(coat);is_black;visual-colour
mink_(coat);made_of_animals;visual-form_and_surface
mink_(coat);worn_by_rich_people;function
mink_(coat);worn_by_women;function
mink_(coat);different_colours;visual-colour
mink_(coat);made_of_mink;visual-form_and_surface
minnow;a_fish;taxonomic
minnow;is_small;visual-form_and_surface
minnow;beh_-_swims;visual-motion
minnow;lives_in_water;encyclopaedic
minnow;used_for_bait;function
minnow;eaten_by_fish;function
minnow;has_gills;visual-form_and_surface
minnow;beh_-_swims_in_schools;visual-motion
minnow;has_fins;visual-form_and_surface
minnow;a_baby_fish;taxonomic
minnow;an_animal;taxonomic
minnow;beh_-_eats_water_plants;visual-motion
minnow;is_edible;function
mirror;used_for_showing_reflections;function
mirror;made_of_glass;visual-form_and_surface
mirror;found_in_bathrooms;encyclopaedic
mirror;different_sizes;visual-form_and_surface
mirror;inbeh_-_breaks;encyclopaedic
mirror;is_shiny;visual-form_and_surface
mirror;found_in_bedrooms;encyclopaedic
mirror;found_on_walls;encyclopaedic
mirror;inbeh_-_gives_bad_luck_if_breaks;encyclopaedic
mirror;is_breakable;encyclopaedic
mirror;found_in_houses;encyclopaedic
missile;used_for_war;function
missile;a_weapon;taxonomic
missile;is_destructive;encyclopaedic
missile;is_launched;function
missile;is_dangerous;encyclopaedic
missile;is_nuclear;taxonomic
missile;is_expensive;encyclopaedic
missile;launched_from_airplanes;function
missile;made_of_metal;visual-form_and_surface
missile;has_warheads;visual-form_and_surface
missile;is_long_range;encyclopaedic
missile;used_for_killing;function
missile;beh_-_flies;visual-motion
missile;inbeh_-_explodes;sound
missile;is_fast;visual-motion
missile;is_long;visual-form_and_surface
missile;used_by_the_army;function
mittens;worn_for_warmth;function
mittens;made_of_wool;visual-form_and_surface
mittens;worn_in_winter;encyclopaedic
mittens;worn_on_hands;function
mittens;is_attached_by_string;encyclopaedic
mittens;worn_for_keeping_hands_warm;function
mittens;clothing;taxonomic
mittens;has_no_fingers;encyclopaedic
mittens;is_knitted;encyclopaedic
mittens;comes_in_pairs;encyclopaedic
mittens;worn_by_children;function
mittens;has_a_thumb;visual-form_and_surface
mittens;has_a_thumb_(1)_and_all_fingers_(2);visual-form_and_surface
mittens;is_colourful;visual-colour
mittens;is_easily_lost;encyclopaedic
mixer;is_electrical;visual-form_and_surface
mixer;found_in_kitchens;encyclopaedic
mixer;an_appliance;taxonomic
mixer;used_for_mixing;function
mixer;is_loud;sound
mixer;used_for_making_cakes;function
mixer;has_blades;visual-form_and_surface
mixer;has_bowls;visual-form_and_surface
mixer;used_for_cooking;function
mole_(animal);lives_in_ground;encyclopaedic
mole_(animal);is_small;visual-form_and_surface
mole_(animal);is_brown;visual-colour
mole_(animal);beh_-_digs_holes;visual-motion
mole_(animal);an_animal;taxonomic
mole_(animal);a_rodent;taxonomic
mole_(animal);has_4_legs;visual-form_and_surface
mole_(animal);is_furry;tactile
mole_(animal);is_short-sighted;encyclopaedic
mole_(animal);has_feet;visual-form_and_surface
mole_(animal);has_a_nose;visual-form_and_surface
mole_(animal);beh_-_burrows;visual-motion
mole_(animal);has_claws;visual-form_and_surface
mole_(animal);has_hair;visual-form_and_surface
moose;is_large;visual-form_and_surface
moose;has_antlers;visual-form_and_surface
moose;an_animal;taxonomic
moose;hunted_by_people;function
moose;has_legs;visual-form_and_surface
moose;lives_in_woods;encyclopaedic
moose;has_4_legs;visual-form_and_surface
moose;is_brown;visual-colour
moose;a_mammal;taxonomic
moose;a_herbivore;taxonomic
moose;lives_in_wilderness;encyclopaedic
moose;has_fur;visual-form_and_surface
moose;eaten_as_meat;function
moose;has_hair;visual-form_and_surface
moose;has_hooves;visual-form_and_surface
moth;an_insect;taxonomic
moth;beh_-_flies;visual-motion
moth;beh_-_is_attracted_to_light;encyclopaedic
moth;has_wings;visual-form_and_surface
moth;beh_-_eats_clothing;visual-motion
moth;is_brown;visual-colour
moth;is_grey;visual-colour
moth;is_small;visual-form_and_surface
motorcycle;has_wheels;visual-form_and_surface
motorcycle;has_2_wheels;visual-form_and_surface
motorcycle;is_dangerous;encyclopaedic
motorcycle;has_an_engine;visual-form_and_surface
motorcycle;is_fast;visual-motion
motorcycle;used_with_helmets;encyclopaedic
motorcycle;is_loud;sound
motorcycle;made_by_Harley_Davidson;encyclopaedic
motorcycle;a_vehicle;taxonomic
motorcycle;used_by_1_or_2_people;function
motorcycle;used_with_leather;encyclopaedic
motorcycle;used_for_transportation;function
motorcycle;used_by_2_people;function
motorcycle;is_fun;encyclopaedic
motorcycle;requires_gasoline;encyclopaedic
motorcycle;used_by_Hell's_Angels;function
mouse;is_small;visual-form_and_surface
mouse;a_rodent;taxonomic
mouse;has_a_tail;visual-form_and_surface
mouse;is_grey;visual-colour
mouse;an_animal;taxonomic
mouse;likes_cheese;encyclopaedic
mouse;beh_-_squeaks;sound
mouse;has_fur;visual-form_and_surface
mouse;beh_-_eats;visual-motion
mouse;has_a_long_tail;visual-form_and_surface
mouse;beh_-_eats_cheese;visual-motion
mouse;is_trapped;function
mouse;has_whiskers;visual-form_and_surface
mouse;used_in_experiments;function
mouse;is_white;visual-colour
mouse;lives_in_walls;encyclopaedic
mouse;is_cute;encyclopaedic
mouse;lives_in_fields;encyclopaedic
mouse;lives_in_houses;encyclopaedic
mouse_(computer);has_buttons;visual-form_and_surface
mouse_(computer);used_by_connecting_to_computers;function
mouse_(computer);has_a_cord;visual-form_and_surface
mouse_(computer);is_small;visual-form_and_surface
mouse_(computer);has_2_buttons;visual-form_and_surface
mouse_(computer);has_a_ball;visual-form_and_surface
mouse_(computer);is_hand_held;function
mouse_(computer);made_of_plastic;visual-form_and_surface
mouse_(computer);has_3_buttons;visual-form_and_surface
mouse_(computer);requires_a_mouse_pad;encyclopaedic
mouse_(computer);used_for_controlling_the_cursor;function
mouse_(computer);inbeh_-_clicks;sound
mug;used_for_coffee;function
mug;has_a_handle;visual-form_and_surface
mug;made_of_ceramic;visual-form_and_surface
mug;used_for_drinking;function
mug;a_cup;taxonomic
mug;used_for_hot_chocolate;function
mug;used_for_tea;function
mug;is_large;visual-form_and_surface
mug;used_for_eating_soup;function
mug;used_for_holding_things;function
mug;a_container;taxonomic
mug;has_patterns;visual-form_and_surface
mug;has_a_message;visual-form_and_surface
mug;used_for_hot_drinks;function
mushroom;is_poisonous;encyclopaedic
mushroom;a_fungus;taxonomic
mushroom;is_edible;function
mushroom;a_vegetable;taxonomic
mushroom;is_brown;visual-colour
mushroom;eaten_in_salads;function
mushroom;is_white;visual-colour
mushroom;grows_in_forests;encyclopaedic
mushroom;grows_on_the_ground;encyclopaedic
mushroom;has_a_cap;visual-form_and_surface
mushroom;used_as_drug;function
mushroom;eaten_on_pizza;function
mushroom;grows_in_the_wild;encyclopaedic
mushroom;eaten_by_cooking;function
mushroom;has_a_stem;visual-form_and_surface
mushroom;is_small;visual-form_and_surface
muzzle;used_for_preventing_noise;function
muzzle;worn_over_mouths;function
muzzle;used_on_animals;encyclopaedic
muzzle;made_of_leather;visual-form_and_surface
muzzle;used_for_preventing_biting;function
muzzle;used_on_dogs;encyclopaedic
muzzle;has_a_strap;visual-form_and_surface
muzzle;used_for_restraining;function
napkin;made_of_paper;visual-form_and_surface
napkin;used_for_cleaning;function
napkin;used_for_wiping_hands;function
napkin;is_white;visual-colour
napkin;made_of_cloth;visual-form_and_surface
napkin;found_on_tables;encyclopaedic
napkin;is_square;visual-form_and_surface
napkin;different_colours;visual-colour
napkin;is_placed_on_laps;function
napkin;used_at_dinners;encyclopaedic
napkin;used_by_folding/unfolding;function
napkin;used_for_wiping_mouth;function
napkin;is_disposable;encyclopaedic
napkin;is_soft;tactile
necklace;worn_around_neck;function
necklace;made_of_gold;visual-form_and_surface
necklace;made_of_silver;visual-form_and_surface
necklace;a_jewelry;taxonomic
necklace;used_for_gifts;function
necklace;a_fashion_accessory;taxonomic
necklace;is_long;visual-form_and_surface
necklace;is_expensive;encyclopaedic
necklace;made_of_pearls;visual-form_and_surface
necklace;bought/sold_in_stores;encyclopaedic
necklace;made_of_diamonds;visual-form_and_surface
necklace;has_a_clasp;visual-form_and_surface
necklace;has_a_pendant;encyclopaedic
necklace;has_a_charm;visual-form_and_surface
necklace;has_sentimental_value;encyclopaedic
necklace;made_of_beads;visual-form_and_surface
necklace;worn_by_women;function
nectarine;a_fruit;taxonomic
nectarine;has_a_pit;visual-form_and_surface
nectarine;is_juicy;tactile
nectarine;is_orange;visual-colour
nectarine;is_round;visual-form_and_surface
nectarine;tastes_sweet;taste
nectarine;has_skin;visual-form_and_surface
nectarine;grows_on_trees;encyclopaedic
nectarine;has_no_fuzz;encyclopaedic
nectarine;tastes_good;taste
nectarine;has_smooth_skin;tactile
nectarine;eaten_in_summer;encyclopaedic
nectarine;has_a_large_pit;visual-form_and_surface
nectarine;has_an_inside;visual-form_and_surface
nectarine;is_small;visual-form_and_surface
nectarine;is_smooth;tactile
nectarine;like_a_peach;encyclopaedic
nightgown;worn_at_night;encyclopaedic
nightgown;is_long;visual-form_and_surface
nightgown;is_comfortable;tactile
nightgown;worn_by_women;function
nightgown;is_short;visual-form_and_surface
nightgown;is_soft;tactile
nightgown;is_warm;tactile
nightgown;different_colours;visual-colour
nightgown;made_of_cotton;visual-form_and_surface
nightgown;clothing;taxonomic
nightgown;made_of_silk;visual-form_and_surface
nightingale;a_bird;taxonomic
nightingale;beh_-_flies;visual-motion
nightingale;has_feathers;visual-form_and_surface
nightingale;has_wings;visual-form_and_surface
nightingale;beh_-_sings;sound
nightingale;has_a_beak;visual-form_and_surface
nylons;worn_by_women;function
nylons;has_runs;visual-form_and_surface
nylons;worn_on_legs;function
nylons;different_colours;visual-colour
nylons;a_pantyhose;taxonomic
nylons;is_stretchy;tactile
nylons;made_of_material;visual-form_and_surface
nylons;a_stockings;taxonomic
nylons;has_toes;visual-form_and_surface
nylons;inbeh_-_runs_easily;encyclopaedic
nylons;is_sheer;visual-form_and_surface
nylons;is_transparent;visual-colour
nylons;worn_for_covering;function
nylons;worn_with_dresses;encyclopaedic
nylons;is_thin;visual-form_and_surface
nylons;used_for_making_things;function
nylons;worn_for_covering_legs;function
nylons;worn_with_skirts;encyclopaedic
oak;a_tree;taxonomic
oak;made_of_wood;visual-form_and_surface
oak;has_leaves;visual-form_and_surface
oak;used_for_making_furniture;function
oak;grows_in_forests;encyclopaedic
oak;is_hard;tactile
oak;is_large;visual-form_and_surface
oak;is_strong;encyclopaedic
oak;is_tall;visual-form_and_surface
oak;is_brown;visual-colour
oak;used_as_home_by_animals;function
octopus;has_8_tentacles;visual-form_and_surface
octopus;is_edible;function
octopus;lives_in_oceans;encyclopaedic
octopus;beh_-_swims;visual-motion
octopus;has_tentacles;visual-form_and_surface
octopus;beh_-_shoots_ink;visual-motion
octopus;has_suction_cups;visual-form_and_surface
octopus;is_large;visual-form_and_surface
octopus;lives_in_water;encyclopaedic
octopus;an_animal;taxonomic
octopus;a_fish;taxonomic
octopus;is_ugly;encyclopaedic
octopus;lives_in_seas;encyclopaedic
olive;is_green;visual-colour
olive;is_black;visual-colour
olive;eaten_in_salads;function
olive;used_for_oil;function
olive;eaten_on_pizza;function
olive;has_a_pit;visual-form_and_surface
olive;grows_on_trees;encyclopaedic
olive;a_vegetable;taxonomic
olive;is_edible;function
olive;eaten_in_martinis;function
olive;eaten_in_pasta;function
olive;is_small;visual-form_and_surface
olive;tastes_good;taste
olive;a_food;taxonomic
olive;a_fruit;taxonomic
olive;is_oval;visual-form_and_surface
olive;is_red;visual-colour
onions;causes_crying/tears;encyclopaedic
onions;a_vegetable;taxonomic
onions;is_strong_smelling;smell
onions;is_white;visual-colour
onions;has_layers;visual-form_and_surface
onions;tastes_strong;taste
onions;has_skin;visual-form_and_surface
onions;causes_bad_breath;encyclopaedic
onions;is_round;visual-form_and_surface
onions;eaten_by_chopping;function
onions;eaten_in_soups;function
onions;eg_-_spanish;taxonomic
onions;is_yellow;visual-colour
onions;comes_in_bulbs;visual-form_and_surface
onions;eaten_in_salads;function
onions;is_green;visual-colour
orange;a_fruit;taxonomic
orange;has_vitamin_C;encyclopaedic
orange;used_for_juice;function
orange;is_round;visual-form_and_surface
orange;is_juicy;tactile
orange;a_colour;taxonomic
orange;has_seeds;visual-form_and_surface
orange;is_citrus;encyclopaedic
orange;grows_in_Florida;encyclopaedic
orange;tastes_sweet;taste
orange;is_orange;visual-colour
orange;grows_on_trees;encyclopaedic
orange;has_peel;visual-form_and_surface
orange;has_sections;visual-form_and_surface
orange;has_pulp;visual-form_and_surface
orange;is_bright;visual-form_and_surface
oriole;a_bird;taxonomic
oriole;beh_-_flies;visual-motion
oriole;associated_with_baseball;encyclopaedic
oriole;has_wings;visual-form_and_surface
oriole;has_a_beak;visual-form_and_surface
oriole;has_feathers;visual-form_and_surface
oriole;is_orange;visual-colour
oriole;is_black;visual-colour
oriole;beh_-_lays_eggs;encyclopaedic
ostrich;a_bird;taxonomic
ostrich;has_feathers;visual-form_and_surface
ostrich;has_a_long_neck;visual-form_and_surface
ostrich;has_a_neck;visual-form_and_surface
ostrich;beh_-_sticks_head_in_sand;visual-motion
ostrich;has_legs;visual-form_and_surface
ostrich;beh_-_lays_eggs;encyclopaedic
ostrich;beh_-_cannot_fly;encyclopaedic
ostrich;has_long_legs;visual-form_and_surface
ostrich;is_large;visual-form_and_surface
ostrich;beh_-_runs;visual-motion
ostrich;beh_-_lays_large_eggs;encyclopaedic
ostrich;beh_-_runs_fast;visual-motion
ostrich;lives_in_Africa;encyclopaedic
ostrich;is_strange_looking;encyclopaedic
ostrich;is_ugly;encyclopaedic
ostrich;has_a_beak;visual-form_and_surface
ostrich;has_wings;visual-form_and_surface
ostrich;lives_in_zoos;encyclopaedic
otter;beh_-_swims;visual-motion
otter;lives_in_water;encyclopaedic
otter;an_animal;taxonomic
otter;has_fur;visual-form_and_surface
otter;is_brown;visual-colour
otter;a_mammal;taxonomic
otter;beh_-_eats;visual-motion
otter;has_a_tail;visual-form_and_surface
otter;is_cute;encyclopaedic
oven;is_hot;tactile
oven;used_for_cooking;function
oven;found_in_kitchens;encyclopaedic
oven;used_for_baking;function
oven;requires_electricity;encyclopaedic
oven;has_racks;visual-form_and_surface
oven;an_appliance;taxonomic
oven;requires_gas;encyclopaedic
oven;has_a_door;visual-form_and_surface
oven;made_of_metal;visual-form_and_surface
oven;is_dangerous;encyclopaedic
oven;used_for_broiling;function
oven;has_a_temperature_control;visual-form_and_surface
oven;used_for_food;function
owl;beh_-_is_nocturnal;encyclopaedic
owl;a_bird;taxonomic
owl;has_eyes;visual-form_and_surface
owl;beh_-_flies;visual-motion
owl;beh_-_hoots;sound
owl;has_feathers;visual-form_and_surface
owl;has_wings;visual-form_and_surface
owl;lives_in_trees;encyclopaedic
owl;an_animal;taxonomic
owl;beh_-_eats_mice;visual-motion
owl;has_a_beak;visual-form_and_surface
owl;is_brown;visual-colour
owl;lives_in_forests;encyclopaedic
ox;an_animal;taxonomic
ox;is_large;visual-form_and_surface
ox;has_4_legs;visual-form_and_surface
ox;is_strong;encyclopaedic
ox;a_mammal;taxonomic
ox;has_horns;visual-form_and_surface
ox;is_brown;visual-colour
ox;is_furry;tactile
ox;like_a_cow;encyclopaedic
ox;beh_-_eats_grass;visual-motion
ox;used_for_ploughing;function
paintbrush;used_for_painting;function
paintbrush;has_bristles;visual-form_and_surface
paintbrush;has_a_handle;visual-form_and_surface
paintbrush;different_sizes;visual-form_and_surface
paintbrush;made_of_wood;visual-form_and_surface
paintbrush;is_long;visual-form_and_surface
pajamas;worn_to_bed;function
pajamas;has_pants;visual-form_and_surface
pajamas;is_comfortable;tactile
pajamas;has_a_shirt;visual-form_and_surface
pajamas;is_warm;tactile
pajamas;worn_at_night;encyclopaedic
pajamas;has_2_pieces;visual-form_and_surface
pajamas;made_of_cotton;visual-form_and_surface
pajamas;is_soft;tactile
pajamas;clothing;taxonomic
pajamas;made_of_silk;visual-form_and_surface
pan;used_for_cooking;function
pan;used_for_frying;function
pan;made_of_metal;visual-form_and_surface
pan;has_a_handle;visual-form_and_surface
pan;found_in_kitchens;encyclopaedic
pan;is_round;visual-form_and_surface
pan;made_of_cast_iron;visual-form_and_surface
pan;used_for_finding_gold;function
pan;used_on_stove_tops;encyclopaedic
pan;has_a_lid;visual-form_and_surface
pan;has_Teflon_coating;visual-form_and_surface
pan;is_non-stick;encyclopaedic
panther;is_black;visual-colour
panther;a_cat;taxonomic
panther;an_animal;taxonomic
panther;a_carnivore;taxonomic
panther;is_fast;visual-motion
panther;is_wild;encyclopaedic
panther;a_predator;taxonomic
panther;has_4_legs;visual-form_and_surface
panther;beh_-_hunts;encyclopaedic
panther;beh_-_climbs_trees;visual-motion
panther;has_a_tail;visual-form_and_surface
panther;is_sleek;visual-form_and_surface
panther;lives_in_jungles;encyclopaedic
pants;has_zippers;visual-form_and_surface
pants;clothing;taxonomic
pants;eg_-_jeans;taxonomic
pants;has_legs;visual-form_and_surface
pants;has_pockets;visual-form_and_surface
pants;has_2_legs;visual-form_and_surface
pants;has_buttons;visual-form_and_surface
pants;worn_by_men;function
pants;different_colours;visual-colour
pants;eg_-_bell_bottoms;taxonomic
pants;worn_by_women;function
pants;worn_for_covering;function
pants;worn_for_covering_legs;function
pants;has_cuffs;visual-form_and_surface
